comment,labels
yeah hoga to but after advanced ka result ig 15 june or something,"[2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]"
aap,[1]
waaaahhh,[1]
iske hone matlab bhi kya hi hai,"[1, 1, 1, 1, 1, 1, 1]"
ho to gya,"[1, 1, 1]"
school wale itna kharcha nahi karte baar baar,"[2, 1, 1, 1, 1, 1, 1, 1]"
ache se result celebrate karenge na,"[1, 1, 2, 2, 1, 1]"
i meant aap krke kyu bol rhe ho,"[2, 2, 1, 1, 1, 1, 1, 1]"
han true,"[1, 2]"
are meri aadat hai,"[1, 1, 1, 1]"
main abhi bhi muskan rashika ke saath kabhi kabhi aap bolti hoon,"[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1]"
lol why so formal,"[2, 2, 2, 2]"
bas aadat hai,"[1, 1, 1]"
ya ya,"[1, 1]"
i remember this,"[2, 2, 2]"
i thought you will first write this and something else,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
nuh uh mujhe just sone se pehle realise hua,"[2, 2, 1, 2, 1, 1, 1, 2, 1]"
i,[2]
sorry,[2]
how do i keep doing this,"[2, 2, 2, 2, 2, 2]"
how do i keep doing this,"[2, 2, 2, 2, 2, 2]"
Dil ibadat,"[1, 1]"
Haan tu hain,"[1, 1, 1]"
labon ko,"[1, 1]"
beete lamhein,"[1, 1]"
pyaar ke pal,"[1, 1, 1]"
Zara sa,"[1, 1]"
kya mujhe pyaar hai,"[1, 1, 1, 1]"
saanso ko,"[1, 1]"
Woooooooooooowwwwww What A Lovely Songs Thank You So Much,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
I love you K K Sar OutStanding Singing + Music +Lovely TQ Show Much,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2]"
My favorite songs,"[2, 2, 2]"
Kitna miss karte log jab ek dsre se juda hote h khass kar jab singer kk sir ki baat hoti h mera to daily riyaas kk sir ko Sunkar chalta tha ab bhi jab yaad aata h ki kk sir is Dunia me nhi h to meri ankhon me anshu ke siva kuch nhi hota h,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
One of the most wonderful sweetest and melodious voice which unfortunately today has gone to sleep for ever,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Relaxing,[2]
WONDERFUL COLLECTIONS BY KK SIR,"[2, 2, 2, 2, 2]"
bestforever love moooore,"[2, 2, 2]"
Love you KK u were and still are the greatest singer Ur humility and simplicity are truly unique,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Love you kk sir miss you so much,"[2, 2, 2, 2, 2, 2, 2, 2]"
Miss u a lot KK Sir Aapki voice me ek energy hoti hai,"[2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1]"
My favourite singer we miss you sir,"[2, 2, 2, 2, 2, 2, 2]"
Beautiful collection of a great singer thanks,"[2, 2, 2, 2, 2, 2, 2]"
Superb singers is kk miss u,"[2, 2, 2, 2, 2, 2]"
Kk will never die,"[2, 2, 2, 2]"
Best song in my life,"[2, 2, 2, 2, 2]"
Kk n emran chartbuster duo of the bollywood,"[2, 2, 2, 2, 2, 2, 2, 2]"
Sach me sir have brilliant mind and gorgeous voice miss you sir,"[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
He is most underrated singer I love his voice,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Miss you The Legend KK forever,"[2, 2, 2, 2, 2, 2]"
Who says K K is no more He is forever live in Everyones Hearts,"[2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
I love this song,"[2, 2, 2, 2]"
Just awesome,"[2, 2]"
Beautiful great super songs IMy favorite best of singer and this songs,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Miss u a lot in every song u sangwaiting again for your new awataar Kkk,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3]"
Tum ho Mera pyaar my favourite song,"[1, 1, 1, 1, 2, 2, 2]"
Every weekend I came here,"[2, 2, 2, 2, 2]"
My new songs born of soul and fire,"[2, 2, 2, 2, 2, 2, 2, 2]"
Longing to reach your hearts desire,"[2, 2, 2, 2, 2, 2]"
In harmony I pour my emotions deep,"[2, 2, 2, 2, 2, 2, 2]"
A symphony my spirits secrets keep,"[2, 2, 2, 2, 2, 2]"
So lend your ear and let the music play,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
And let my songs your heart sway,"[2, 2, 2, 2, 2, 2, 2]"
Dil ibaddat uff kk you are rocking,"[1, 1, 1, 2, 2, 2, 2]"
I love this song,"[2, 2, 2, 2]"
What a song wonderful,"[2, 2, 2, 2]"
Outstanding kk sir,"[2, 2, 2]"
KK forever,"[2, 2]"
एक ऐसा एहसास जो कभी पूरा नहीं हो सकता वो है KK Sir नमन,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]"
Love you kk are,"[2, 2, 2, 2]"
प्यार कभी मांगने से नहीं मिलता ये तो वो खुशबू है जो खुदबखुद दिल में बस जाती है।,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18th September 2024 1 35 am My eyes are closed headsets are on Its raining outside ohhhhh,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
KK the soul voice + Imran Hashim gem,"[2, 2, 2, 2, 3, 2, 2, 2]"
Nice song more options of song like this,"[2, 2, 2, 2, 2, 2, 2, 2]"
Im hooked by this enchanting and irresistible melody,"[2, 2, 2, 2, 2, 2, 2, 2]"
Very nice song,"[2, 2, 2]"
All is well with awesome,"[2, 2, 2, 2, 2]"
Evergreen hit,"[2, 2]"
i really thankful to this channel without adds i listened all songs of kk sir,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
listening in 2024 october 1/2 regularly,"[2, 2, 2, 2, 3, 2]"
My favourite singer I miss you,"[2, 2, 2, 2, 2, 2]"
Sunday 4 may,"[2, 2, 2]"
Wow super nice take care wow happy nice,"[2, 2, 2, 2, 2, 2, 2, 2]"
So touched your voice sir,"[2, 2, 2, 2, 2]"
2 October from midnapore,"[2, 2, 2, 3]"
I laket song,"[2, 3, 2]"
Thank you admin,"[2, 2, 2]"
So Nice,"[2, 2]"
I miss you KK,"[2, 2, 2, 2]"
My dear kk sir you are awesome,"[2, 2, 2, 2, 2, 2, 2]"
I Love kk mashup song,"[2, 2, 2, 2, 2]"
I am listening this song from childhood,"[2, 2, 2, 2, 2, 2, 2]"
beautiful song,"[2, 2]"
everynite at 11 to 11 20pm absolute soul soothing,"[3, 2, 2, 2, 2, 2, 2, 2, 2]"
Kk is all time favourite,"[2, 2, 2, 2, 2]"
@heylyrics,[2]
who is listening in October 2024,"[2, 2, 2, 2, 2, 2]"
Nice,[2]
Nyc,[2]
Nice song,"[2, 2]"
Nice,[2]
Kk always best,"[2, 2, 2]"
Kk is in our heart always,"[2, 2, 2, 2, 2, 2]"
This is the best songs from kk sir,"[2, 2, 2, 2, 2, 2, 2, 2]"
Song Sukoon,"[2, 1]"
Fantastic,[2]
Wow,[2]
Super,[2]
All singer one side KK one side For me,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Outstanding superb,"[2, 2]"
jo brother sister K K ka voice pasand karte hai o like kare all songs is best,"[1, 2, 2, 3, 3, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2]"
Mood ka 12 baja dia KKs voice hurts,"[2, 1, 2, 1, 1, 2, 2, 2]"
Kk dada Tumi jakynatyko valo tylkooisor ho mera,"[2, 1, 3, 3, 3, 3, 1, 1]"
I like it,"[2, 2, 2]"
Very nice,"[2, 2]"
Listening in April 2025,"[2, 2, 2, 2]"
hamara piara syr ki la gybab a shb song,"[1, 1, 2, 1, 3, 3, 3, 3, 2]"
I am listening 12th October 2024 from West Bengal Nadia,"[2, 2, 2, 2, 2, 2, 2, 1, 1, 1]"
Literally listening at 3 am luvv ittt,"[2, 2, 2, 2, 2, 2, 2]"
Superb,[2]
I love kk songs 2024 11 20,"[2, 2, 2, 2, 2, 2, 2]"
I love sad songs,"[2, 2, 2, 2]"
kk is pride of kolkatta a legendary singer,"[2, 2, 2, 2, 2, 2, 2, 2]"
Bahut Miss kar ta hai sir apko,"[1, 2, 1, 1, 1, 2, 1]"
Woah perfect outstanding performance,"[2, 2, 2, 2]"
K K voice choice young people K K Miss u,"[3, 3, 2, 2, 2, 2, 3, 3, 2, 2]"
Heart stop working when listening,"[2, 2, 2, 2, 2]"
I Love the best songs All time kk sir i miss you,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
I love you my love,"[2, 2, 2, 2, 2]"
Nice song,"[2, 2]"
Who listening today this song 23September 2024,"[2, 2, 2, 2, 2, 2, 2]"
Bollywood best singer kk couse kk song It is all about love and it is meaningful uff Its touches the heart,"[2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2]"
3 October at 1 30AM from Dhaka Bangladesh,"[2, 2, 2, 2, 2, 2, 2, 2]"
So nice song,"[2, 2, 2]"
I love you kk sir,"[2, 2, 2, 2, 2]"
4 September,"[2, 2]"
Loves the songs of kk,"[2, 2, 2, 2, 2]"
2025 is best year for everyone,"[2, 2, 2, 2, 2, 2]"
i love this song and love you sir,"[2, 2, 2, 2, 2, 2, 2, 2]"
O time he best tha jisme k k aur imraan Hashmi ji ne apni alag pehchaan bnayi aaj bhi inse badhkar koi nhi,"[3, 2, 1, 2, 1, 1, 3, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Dear my love I miss you and love you mery jan I miss you a lot by any time any whear,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Miss you KK sir,"[2, 2, 2, 2]"
3rd September 2024,"[2, 2, 2]"
Nice playlist,"[2, 2]"
Mera dear kk sir,"[1, 2, 2, 2]"
62k views 2 day not bad,"[3, 2, 2, 2, 2, 2]"
NO WIRDS TO EXPRESS SIR KK WHAT A WONDERFUL PRESENTATION 85DA SO WHERE IS MY BOUDI,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3]"
Anyone in September,"[2, 2, 2]"
Out of control sir kk,"[2, 2, 2, 2, 2]"
Missing Tu Jo Mila,"[2, 1, 1, 1]"
Who is listening today 20 sep 2024,"[2, 2, 2, 2, 2, 2, 2]"
I love all songs of KK,"[2, 2, 2, 2, 2, 2]"
is best in morning,"[2, 2, 2, 2]"
I love songs,"[2, 2, 2]"
All time my favourite song jaan,"[2, 2, 2, 2, 2, 1]"
Wow,[2]
I your voice,"[2, 2, 2]"
I love u k k sir I never forgot ur beautiful voice whenever I listen ur song I feel y u r not btwn us,"[2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
i am just crying to listening your magical voice,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
My favourite song tujhe sochta hoon me Sam sovab,"[2, 2, 2, 1, 1, 1, 1, 3, 3]"
Miss you kk,"[2, 2, 2]"
Kk forever,"[2, 2]"
March 2025,"[2, 2]"
Mind Blowing Songs,"[2, 2, 2]"
best singer in the world,"[2, 2, 2, 2, 2]"
Kk sir songs always hit miss u sir,"[2, 2, 2, 2, 2, 2, 2, 2]"
I love this song,"[2, 2, 2, 2]"
14 September 2024,"[2, 2, 2]"
Just beautiful RIP KK Sir,"[2, 2, 2, 2, 2]"
Masterpiece March 28 2025,"[2, 2, 2, 2]"
One of favourite singer,"[2, 2, 2, 2]"
Of whome we relate this songs may be not with us but this songs reminds us what type of soul once we were,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Shal ate jate rahege par kuch songs ayse hote hai jo apke golden era apke purane yaadon ko jinda rakhta hai or usme k k ki song ho to kya baat,"[3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 2, 1, 1, 1, 1]"
Who is listening January 2025,"[2, 2, 2, 2, 2]"
you are my favourite singer,"[2, 2, 2, 2, 2]"
Listening on new year night,"[2, 2, 2, 2, 2]"
I love it KK all songs and miss u KK,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Still memories wo din bhi kya din the KK is incomparable 22 9 24,"[2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]"
We miss kk,"[2, 2, 2]"
Javed Ali voice song music feel tu Humsafar tu hum kadar tu humnava Mera KK voice song music feel Dil ibadat kar Raha hai dhadkane meri Sun Zara si Dil mein de jagah Dil mile ya Na mile tu aaja mere Mahi Aashiqui 2 all song music hard touching but KK voice song music feel very hard touching Piya aaye Na Ho Har khatah ki hoti hai koi Na koi vajah jo batati hai ki har female and male dono ko education with skills ke saath saath saving money paise manage karna jaruri hai to saving money paise kamane ke liye kaam work Bahut jaruri hai kyunki kabhi bhi jarurat pad sakti hai Ghar ke kharche Apne aur apni family ke liye because age chance time limited and ek baar koi Bharosa Tod deta Hai to fir dobara nahin hota KK all song music feel very hard touching because KK ne Bachpan se focus education with skills dono ko manage Kiya time Diya improve Kiya before time se pahle sikha competition participate lekar galtiyon ko sudhara sikha practice Kiya morning kyunki Agar ek mein carrier nahin Banega to kam se kam dusre mein carrier to rahega Ishq mein Safal nahin hue to dusre mein to rahenge because age chance time limited,"[2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
Lsning in dec 2024 and still touches my heart it melts everything,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
I miss you kk sir song kk,"[2, 2, 2, 2, 2, 2, 2]"
Kuch bhi ho jaye kk ki song hamesha dill me rahe gi,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1]"
Its me I really love the song of KK so beautiful,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
AAA class may Allah the most merciful bless ur soulld KK,"[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
labon ko its my favourite,"[1, 1, 2, 2, 2]"
Ekdom jabardast love you,"[1, 1, 2, 2]"
KK was the perfect singer There was no match of his voice,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
We miss you kk,"[2, 2, 2, 2]"
KK forever,"[2, 2]"
Who is listening in November 2024,"[2, 2, 2, 2, 2, 2]"
Dil ibadat,"[1, 1]"
Haan tu hain,"[1, 1, 1]"
labon ko,"[1, 1]"
beete lamhein,"[1, 1]"
pyaar ke pal,"[1, 1, 1]"
Zara sa,"[1, 1]"
kya mujhe pyaar hai,"[1, 1, 1, 1]"
saanso ko,"[1, 1]"
Beautiful Song,"[2, 2]"
Miss u kk sir,"[2, 2, 2, 2]"
Nice song,"[2, 2]"
Kk sir hamesha yad rakegee duiyaa,"[2, 2, 1, 1, 1, 1]"
Who is listening in October 2024,"[2, 2, 2, 2, 2, 2]"
Love you kk song,"[2, 2, 2, 2]"
Miss you KK Sir your voice will always be in our hearts,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Kk miss U,"[2, 2, 2]"
Voice of KK is just,"[2, 2, 2, 2, 2]"
Fantastic singer ever,"[2, 2, 2]"
Who is listening in November 2024,"[2, 2, 2, 2, 2, 2]"
Who is listening in Nov 2024,"[2, 2, 2, 2, 2, 2]"
I miss you kk sir,"[2, 2, 2, 2, 2]"
My favourite kk singer,"[2, 2, 2, 2]"
My best and favorite singer,"[2, 2, 2, 2, 2]"
Me I love kk song very much,"[2, 2, 2, 2, 2, 2, 2]"
Beautiful song,"[2, 2]"
Who is listening in jan 2025,"[2, 2, 2, 2, 2, 2]"
Very nice song,"[2, 2, 2]"
Who is listening this song April 2025,"[2, 2, 2, 2, 2, 2, 2]"
Miss you kk,"[2, 2, 2]"
Miss you kk,"[2, 2, 2]"
Who is listening in December 2024,"[2, 2, 2, 2, 2, 2]"
Who is listening in November 2024,"[2, 2, 2, 2, 2, 2]"
Miss u kk sir,"[2, 2, 2, 2]"
Who is listening in November 2024,"[2, 2, 2, 2, 2, 2]"
Who is listening in Feb 2025,"[2, 2, 2, 2, 2, 2]"
Who is listening in Feb 2025,"[2, 2, 2, 2, 2, 2]"
Who is listening in November 2024,"[2, 2, 2, 2, 2, 2]"
Kk sir we miss you,"[2, 2, 2, 2, 2]"
Who Listing this masterpiece song in 2025,"[2, 2, 2, 2, 2, 2, 2]"
Miss you kk sir,"[2, 2, 2, 2]"
Who is listening in December 2024,"[2, 2, 2, 2, 2, 2]"
KK A TRUE MESMERIZER,"[2, 2, 2, 2]"
If u are alive mere dholna tomar version sonar echha chilo Miss u,"[2, 2, 2, 2, 1, 1, 3, 2, 3, 3, 3, 2, 2]"
10/10 super song,"[3, 2, 2]"
From bangladesh Malaysia,"[2, 2, 2]"
Rest in peace kk sir Melodious voice,"[2, 2, 2, 2, 2, 2, 2]"
My favourite song,"[2, 2, 2]"
No difference between live song and studio racording no difference,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
My favourite singer kk sir,"[2, 2, 2, 2, 2]"
K k will be in my heart always for his soulful songs,"[3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Its March 2025 midnight,"[2, 2, 2, 2]"
Nice songs,"[2, 2]"
K K sir miss you,"[3, 3, 2, 2, 2]"
Super song,"[2, 2]"
Awesome,[2]
Sep 13 morning,"[2, 2, 2]"
kabristan,[1]
Amazing singer heart touching songs all which he sang,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Marne ki akhri sans tak sunsakti hu iya sare gana,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Right,[2]
i heard all songs of KK sir but i didnt know abt him when he expired i seen he is a bombay settled malayalee Then i open in youtube to know abt him Then i surprised That all these evergreen songs by him Unbelievable I love still his songs,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Fan of KK sir,"[2, 2, 2, 2]"
3 October 11 55pm from barkote odisha INDIA,"[2, 2, 2, 2, 2, 3, 2, 2]"
nice bro,"[2, 2]"
Nobody knows when life will end so enjoy every moment of life with joy and happiness,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
How many are listening on 6 sep Your songs are like heaven to us,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Request all songs of Sachet Tandon and Parampara Thanks,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Nice song,"[2, 2]"
October me 2024 me kon kon sun raha hai,"[2, 1, 2, 1, 1, 1, 1, 1, 1]"
26 September 2024 from Bangladesh,"[2, 2, 2, 2, 2]"
Who is listening in Nov 2024,"[2, 2, 2, 2, 2, 2]"
Nice song,"[2, 2]"
Evergreen songs all time 2025 listening,"[2, 2, 2, 2, 2, 2]"
Love you kk,"[2, 2, 2]"
midnight ka samay aur kk k gane,"[2, 1, 1, 1, 2, 1, 1]"
K k jaisa koi nahi,"[3, 3, 1, 1, 1]"
