Who is listening in November 2024,"[2, 2, 2, 2, 2, 2]"
vmc,[2]
KK was the perfect singer There was no match of his voice,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Great programme Hope this helps us understand this socioeconomic complexity,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Voice of KK is just,"[2, 2, 2, 2, 2]"
one heart for MLA,"[2, 2, 2, 2]"
Thanks,[2]
let me join then i will tell,"[2, 2, 2, 2, 2, 2, 2]"
Next level AI Dhruv bhai Im eagerly waiting for such upcoming AI content,"[2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
Indian Private School mafia pe ek video chahiye bhai,"[2, 2, 2, 2, 1, 1, 2, 1, 1]"
Literally listening at 3 am luvv ittt,"[2, 2, 2, 2, 2, 2, 2]"
Nice song,"[2, 2]"
You dont just point out the problem but also explain the solutions thats the best part of your videos,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Heart stop working when listening,"[2, 2, 2, 2, 2]"
India needs this type of content,"[2, 2, 2, 2, 2, 2]"
beautiful song,"[2, 2]"
My favourite singer I miss you,"[2, 2, 2, 2, 2, 2]"
Excellent work bro Watching from Fiji,"[2, 2, 2, 2, 2, 2]"
@heylyrics,[2]
The best YouTube I always watched your video And i am also waiting for your videos,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
I love sad songs,"[2, 2, 2, 2]"
jo brother sister K K ka voice pasand karte hai o like kare all songs is best,"[1, 2, 2, 3, 3, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2]"
Hats off to you for such great videos,"[2, 2, 2, 2, 2, 2, 2, 2]"
Aaj ki duniya mei hame clarity chahiye 1 like for dhruv bhai,"[1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1]"
beete lamhein,"[1, 1]"
I miss you KK,"[2, 2, 2, 2]"
realllyyyy sorrryyy,"[2, 2]"
labon ko its my favourite,"[1, 1, 2, 2, 2]"
hamara piara syr ki la gybab a shb song,"[1, 1, 2, 1, 3, 3, 3, 3, 2]"
Yes this is true incident from kanpur You are highlighting real issues in India Well done,"[2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Bhai dhru Rathi itni laajawab vedeos kese banate ho you are brilliant minded salute my dear se,"[1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3]"
Love from Maharashtra,"[2, 2, 1]"
Only he is the man who thinks all about the world Salute bro 100 times we are with u,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
lol yeah me too,"[2, 2, 2, 2]"
Aise news dikhana media ka hota h but media ka kam aaj youtubers aur dhruve bhai kr rahe h thanks dhruve bhai,"[1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1]"
Who is listening in November 2024,"[2, 2, 2, 2, 2, 2]"
Our country needs more people like you dhruv bhaiya,"[2, 2, 2, 2, 2, 2, 2, 2, 1]"
hey,[2]
Need of an hour Sir keep making us aware about these issues,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
thats good too,"[2, 2, 2]"
I am feeling really sad for the people who went through this,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Beautiful Song,"[2, 2]"
Its me I really love the song of KK so beautiful,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
You spoke the TRUTH Well done,"[2, 2, 2, 2, 2, 2]"
saanso ko,"[1, 1]"
Excellent mind you dhruv ji,"[2, 2, 2, 2, 1]"
By not giving any money to beggars no matter how needy they look youre actually doing them a favor If you really want to do something for these beggars give them something to eat instead of money,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Child Begging Needs to Stop They Need Education,"[2, 2, 2, 2, 2, 2, 2, 2]"
प्यार कभी मांगने से नहीं मिलता ये तो वो खुशबू है जो खुदबखुद दिल में बस जाती है।,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Love from Uttrakhand,"[2, 2, 1]"
2 October from midnapore,"[2, 2, 2, 3]"
I was noticed this problem for a long time but I didnt get aby information about it You raised the issue its really a big problem Thanks dhruv sir,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
not really just krishna dhruv adweta,"[2, 2, 2, 2, 2, 2]"
but what happened,"[2, 2, 2]"
Really you choose very unique topics Appreciation,"[2, 2, 2, 2, 2, 2, 2]"
Dhruv Bhai Aapke jaise brilliant logo ki bhut jarurat hai Indian politics me tabhi Hamare Desh ka Kuch bhala ho skta hai wrna aaye din bd se aur bttar hota hi ja rh h,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
KK forever,"[2, 2]"
October me 2024 me kon kon sun raha hai,"[2, 1, 2, 1, 1, 1, 1, 1, 1]"
Thanks for highlighting,"[2, 2, 2]"
welcome,[2]
what about u,"[2, 2, 2]"
My favourite singer we miss you sir,"[2, 2, 2, 2, 2, 2, 2]"
Very informative video as always Dhruv Sir,"[2, 2, 2, 2, 2, 2, 2]"
ये है असली समस्याएं हमारे देश की,"[0, 0, 0, 0, 0, 0, 0]"
Omg Most Needed Eye Opener Topic and Video ThankU Dhruv Beta,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]"
I Love kk mashup song,"[2, 2, 2, 2, 2]"
यह बहुत बडी समस्या है देश की। बडे शहरों मे यह जबरदस्त फल फुल रहे है।आपने यह मुद्दा को उठाया आपको से सलाम। बहुत बहुत धन्यवाद।,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Yes dhruv please a video on private school mafia,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Zara sa,"[1, 1]"
विकसित भारत शिक्षित भारत ख़ुशहाल भारत हैप्पी नेस इंडेक्स में नीचे से टॉपर हमारा भारत। ऐसे ही विश्वगुरु थोड़े ही हैं हम।,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Why are all the haters silent now you are the only mainstream youtuber to expose these social evils keep it up,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Always unique and informative video You are my authentic source of learning Keep going,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
and what about others,"[2, 2, 2, 2]"
Fantastic singer ever,"[2, 2, 2]"
14 September 2024,"[2, 2, 2]"
i havent joined yet,"[2, 2, 2, 2]"
how do i keep doing this,"[2, 2, 2, 2, 2, 2]"
Dhruv to hai We are love you,"[2, 1, 1, 2, 2, 2, 2]"
सच्चाई को सामने लाने के लिए बहुत बहुत धन्यवाद ध्रुव सर,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I love it KK all songs and miss u KK,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Evergreen songs all time 2025 listening,"[2, 2, 2, 2, 2, 2]"
The story of suresh made me cry with tears,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
So Nice,"[2, 2]"
In India Dhurv rathee Salute to you both,"[2, 2, 2, 2, 2, 2, 2, 2]"
ive known of these gangs for over 14 years now but never seen anyone prominent bring any attention to it glad its being brought out now,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Kk sir we miss you,"[2, 2, 2, 2, 2]"
Wow,[2]
That girl was frightened she told if her boss or her brother caught her talking to stranger than theyll punish her,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Thankyou Dhruv Rathee for highlighting major problems and issues for India which Government doesnt care of,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
kk is pride of kolkatta a legendary singer,"[2, 2, 2, 2, 2, 2, 2, 2]"
Indian Private school mafia make a video on it Please,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Love you bro from Uttar Pradesh Best Indian YouTuber,"[2, 2, 2, 2, 1, 1, 2, 2, 2]"
Thanks for this video really helpful,"[2, 2, 2, 2, 2, 2]"
Super song,"[2, 2]"
2025 is best year for everyone,"[2, 2, 2, 2, 2, 2]"
Only Dhuruv Rathi can raise his voice without any fear in this world whereas even lesser media can also do it Salute Dhuruv Rathi,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
KK forever,"[2, 2]"
Who Listing this masterpiece song in 2025,"[2, 2, 2, 2, 2, 2, 2]"
best singer in the world,"[2, 2, 2, 2, 2]"
lol koi nhi,"[2, 1, 1]"
Thanks for getting onto this topic you are the only person who was brave to be able to do this,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
KK the soul voice + Imran Hashim gem,"[2, 2, 2, 2, 3, 2, 2, 2]"
aap,[1]
I still feel like there are some beggars who brought their tragedy upon themselves They had time and resources but they didnt utilised them Also the beggars who act like they have a disability or some sort of problem Just makes me sad,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
आज की वीडियो ने हिला दिया आज से आपका फैन हो गया सच्चाई आप ने ही दिखाया मीडिया वाले का काम आप कर रहे है सरकार को कुछ करना चाहिए इस सब के लिए,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
We miss you kk,"[2, 2, 2, 2]"
You cant always tell who truly needs help and whos just pretending,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Who says K K is no more He is forever live in Everyones Hearts,"[2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Mind Blowing Songs,"[2, 2, 2]"
I love this song,"[2, 2, 2, 2]"
oh,[2]
Dil ibadat,"[1, 1]"
Apki videos se bahut kuch sikhne ko milta hi,"[1, 2, 1, 1, 1, 1, 1, 1, 1]"
Love from chhattisgarh kawardha Jai johar,"[2, 2, 1, 1, 1, 1]"
congrats,[2]
Great coverage,"[2, 2]"
everynite at 11 to 11 20pm absolute soul soothing,"[3, 2, 2, 2, 2, 2, 2, 2, 2]"
When I was 9 yrs old A uncle came to kidnap me but somehow I ran away That scene is so scary even to think about for me All praise to god who saved me,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
its ok,"[2, 2]"
dummy school,"[2, 2]"
Mai Kanpur se hi hu ye baat bilkul thik hai jo bhaiya ne btaya hai,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Nobody knows when life will end so enjoy every moment of life with joy and happiness,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Learn 20+ AI Tools and supercharge your productivity,"[2, 3, 2, 2, 2, 2, 2, 2]"
We have seen this before in slumdog millioner but no one raised this issue after that movie,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Miss u kk sir,"[2, 2, 2, 2]"
Hello sir lots of love from Arunachal Pradesh,"[2, 2, 2, 2, 2, 2, 1, 1]"
My dear kk sir you are awesome,"[2, 2, 2, 2, 2, 2, 2]"
Miss you The Legend KK forever,"[2, 2, 2, 2, 2, 2]"
May God keep u safe Raising real issue of india,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Dhruv this video was truly eyeopening The way you exposed the dark side of the begging mafia is commendable I never realized that giving money without thinking could actually fuel such exploitation Thanks for raising awareness on such a sensitive issue,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Wow This brings tears to my eyes This is so raw and true,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
bye,[2]
yes through vmc,"[2, 2, 2]"
Love from Jharkhand,"[2, 2, 1]"
सरकार के काम को ध्रुव सर कर रहे हैं आपके काम को सलाम,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Superb,[2]
K K sir miss you,"[3, 3, 2, 2, 2]"
I love this song,"[2, 2, 2, 2]"
Hearttouching,[2]
3rd September 2024,"[2, 2, 2]"
You are the real gem of our country aapse milne ka sapna h mera,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]"
pyaar ke pal,"[1, 1, 1]"
i am just crying to listening your magical voice,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
like vidyamandir classes,"[2, 2, 2]"
Im hooked by this enchanting and irresistible melody,"[2, 2, 2, 2, 2, 2, 2, 2]"
how do i keep doing this,"[2, 2, 2, 2, 2, 2]"
Hello Mr Rathee I requested to you make a video on Dr Br Ambedkar because many people dont know the actual mindset of baba saheb Ambedkar you make a video on baba saheb then people know who is ambedkar I hope you absolutely make a video on Dr Br Ambedkar,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Out of control sir kk,"[2, 2, 2, 2, 2]"
Shal ate jate rahege par kuch songs ayse hote hai jo apke golden era apke purane yaadon ko jinda rakhta hai or usme k k ki song ho to kya baat,"[3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 2, 1, 1, 1, 1]"
Dil ibadat,"[1, 1]"
Longing to reach your hearts desire,"[2, 2, 2, 2, 2, 2]"
Next topic : Indian Private school mafia Aapse niwedan hai ispe jaroor ek video bnaye,"[2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1]"
सुपर वीडियो होती है अप्पकी ध्रुब जी बहुत सारी जानकारी होती h,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
Love from Assam,"[2, 2, 1]"
The private school mafia needs a full expos Youre the only one bold enough to do it,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
My favourite singer kk sir,"[2, 2, 2, 2, 2]"
Very much needed Please make a video on climate change and conservation since its a need of the hour,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Dhruv Rathee जैसा कोई Youtuber नहीं है हमारे देश में,"[2, 2, 0, 0, 2, 0, 0, 0, 0, 0]"
सफलता हमारा परिचय दुनिया से करवाती है और असफलता हमें दुनिया का परिचय करवाती है,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yaaa,[2]
ya ya,"[1, 1]"
hey,[2]
yes,[2]
Who is listening in November 2024,"[2, 2, 2, 2, 2, 2]"
ये सारी चीजों के बारे में आज कल कोई बात नहीं करता आपका धन्यवाद इतने गंभीर मुद्दे को उठाने के लिए,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Beautiful song,"[2, 2]"
I laket song,"[2, 3, 2]"
its ok,"[2, 2]"
62k views 2 day not bad,"[3, 2, 2, 2, 2, 2]"
If u are alive mere dholna tomar version sonar echha chilo Miss u,"[2, 2, 2, 2, 1, 1, 3, 2, 3, 3, 3, 2, 2]"
are meri aadat hai,"[1, 1, 1, 1]"
Hats Off Man You are doing an incredible work,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Best video for knowledge purpose,"[2, 2, 2, 2, 2]"
great,[2]
105 in Hunger index 134 in HDI index,"[2, 2, 2, 2, 2, 2, 2, 2]"
ऐसी घटनाएं देख कर दिल दहल उठता है सुरेश के साथ जो हुआ वो किसी के साथ भी हो सकता है सही सलामत रहें,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who is listening in October 2024,"[2, 2, 2, 2, 2, 2]"
Who is listening in November 2024,"[2, 2, 2, 2, 2, 2]"
जो काम मेन स्ट्रीम मीडिया को करना चाहिए वो काम आप कर रहे है आप एक सच्चे देशभक्त है मै आपको दिल से मानता हु,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
True definition of Secularism criticism of both government,"[2, 2, 2, 2, 2, 2, 2, 2]"
Nice song,"[2, 2]"
labon ko,"[1, 1]"
How cruel is that people are ready to exploit other people,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
I am listening 12th October 2024 from West Bengal Nadia,"[2, 2, 2, 2, 2, 2, 2, 1, 1, 1]"
to apne koi institute ya tuition leni hogi,"[1, 1, 1, 2, 1, 2, 1, 1]"
Dhruv sir you are the real inspiration of our young generation huge respect from arunachal pradesh India,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2]"
Zara sa,"[1, 1]"
Kk will never die,"[2, 2, 2, 2]"
Ye crime ko expose karna bahut zaroori hai much needed video,"[1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2]"
भारत में हो रही प्राइवेट स्कूलों की लूट पर वीडियो बनाओ सच्चे और ईमानदारी से प्लीज़,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Miss you kk,"[2, 2, 2]"
But true problems of our society,"[2, 2, 2, 2, 2, 2]"
It reminds me of a south indian movie showcasing the similar case The fact that its clearly existing so freely without the fear of anything,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
pcm with cs,"[2, 2, 2]"
Another Revolutionary video by Mr Knowledge You are shaking up the whole system,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
This video boils my blood and melts my heart at the same time This video is really special for me as my lifes main motto is to change atleast 1 begger childs life Give him what every normal child gets Education food and most important of all LOVE,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
commerce,[2]
what about you,"[2, 2, 2]"
Still memories wo din bhi kya din the KK is incomparable 22 9 24,"[2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]"
*med,[2]
Mujhe youtube par most sensible talk dhruv ka lagta ha love you bro,"[1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2]"
ohhh,[2]
Thanks,[2]
NO WIRDS TO EXPRESS SIR KK WHAT A WONDERFUL PRESENTATION 85DA SO WHERE IS MY BOUDI,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3]"
Its really hard to accept these cruelty The government should take necessary steps to prevent these situations and rescue them My heart aches after watching this video Take our love We always be with humanity,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
i love this song and love you sir,"[2, 2, 2, 2, 2, 2, 2, 2]"
Good job bro,"[2, 2, 2]"
Listening on new year night,"[2, 2, 2, 2, 2]"
